Year,Country of Origin Code,Country of Asylum Code,Country of Origin Name,Country of Asylum Name,Procedure Type,Procedure Name,Application Type Code,Application Type,Application Data Type,Application Data,Application Average Persons Per Case,Number of Applications
2016.0,TUR,GBR,Türkiye,United Kingdom of Great Britain and Northern Ireland,G,Government,N,New,P,Persons,0.0,424.0
2016.0,TUR,GBR,Türkiye,United Kingdom of Great Britain and Northern Ireland,G,Government,R,Repeat,P,Persons,0.0,5.0
2016.0,TUR,GEO,Türkiye,Georgia,G,Government,N,New,P,Persons,0.0,34.0
2016.0,TUR,DEU,Türkiye,Germany,G,Government,N,New,P,Persons,0.0,5383.0
2016.0,TUR,DEU,Türkiye,Germany,G,Government,R,Repeat,P,Persons,0.0,359.0
2016.0,TUR,GRC,Türkiye,Greece,G,Government,A,Appeal,P,Persons,0.0,37.0
2016.0,TUR,GRC,Türkiye,Greece,G,Government,N,New,P,Persons,0.0,182.0
2016.0,TUR,GRC,Türkiye,Greece,G,Government,R,Repeat,P,Persons,0.0,7.0
2016.0,TUR,HRV,Türkiye,Croatia,G,Government,N,New,P,Persons,0.0,68.0
2016.0,TUR,HUN,Türkiye,Hungary,G,Government,N,New,P,Persons,0.0,411.0
2016.0,TUR,HUN,Türkiye,Hungary,G,Government,R,Repeat,P,Persons,0.0,14.0
2016.0,TUR,IDN,Türkiye,Indonesia,U,UNHCR,N,New,P,Persons,0.0,5.0
2016.0,TUR,IRQ,Türkiye,Iraq,U,UNHCR,N,New,P,Persons,0.0,2611.0
2016.0,TUR,ISR,Türkiye,Israel,U,UNHCR,N,New,P,Persons,0.0,5.0
2016.0,TUR,ITA,Türkiye,Italy,G,Government,N,New,P,Persons,0.0,335.0
2016.0,TUR,JPN,Türkiye,Japan,G,Government,A,Appeal,P,Persons,0.0,575.0
2016.0,TUR,JPN,Türkiye,Japan,G,Government,N,New,P,Persons,0.0,1143.0
2016.0,TUR,KOR,Türkiye,Republic of Korea,G,Government,N,New,P,Persons,0.0,11.0
2016.0,TUR,LBN,Türkiye,Lebanon,U,UNHCR,N,New,P,Persons,0.0,7.0
2016.0,TUR,LTU,Türkiye,Lithuania,G,Government,N,New,P,Persons,0.0,6.0
2016.0,TUR,LUX,Türkiye,Luxembourg,G,Government,N,New,P,Persons,0.0,15.0
2016.0,TUR,LVA,Türkiye,Latvia,G,Government,N,New,P,Persons,0.0,5.0
2016.0,TUR,MNE,Türkiye,Montenegro,G,Government,N,New,P,Persons,0.0,5.0
2016.0,TUR,MAR,Türkiye,Morocco,U,UNHCR,N,New,P,Persons,0.0,7.0
2016.0,TUR,MLT,Türkiye,Malta,G,Government,N,New,P,Persons,0.0,5.0
2016.0,TUR,NLD,Türkiye,Netherlands (Kingdom of the),G,Government,N,New,P,Persons,0.0,299.0
2016.0,TUR,NLD,Türkiye,Netherlands (Kingdom of the),G,Government,R,Repeat,P,Persons,0.0,15.0
2016.0,TUR,NOR,Türkiye,Norway,G,Government,A,Appeal,P,Persons,0.0,41.0
2016.0,TUR,NOR,Türkiye,Norway,G,Government,N,New,P,Persons,0.0,81.0
2016.0,TUR,NOR,Türkiye,Norway,G,Government,R,Repeat,P,Persons,0.0,8.0
2016.0,TUR,NZL,Türkiye,New Zealand,G,Government,N,New,P,Persons,0.0,20.0
2016.0,TUR,PAK,Türkiye,Pakistan,U,UNHCR,N,New,P,Persons,0.0,370.0
2016.0,TUR,PRY,Türkiye,Paraguay,G,Government,N,New,P,Persons,0.0,5.0
2016.0,TUR,PER,Türkiye,Peru,G,Government,N,New,P,Persons,0.0,36.0
2016.0,TUR,PHL,Türkiye,Philippines,G,Government,N,New,P,Persons,0.0,11.0
2016.0,TUR,POL,Türkiye,Poland,G,Government,A,Appeal,P,Persons,0.0,6.0
2016.0,TUR,POL,Türkiye,Poland,G,Government,N,New,P,Persons,0.0,65.0
2016.0,TUR,PRT,Türkiye,Portugal,G,Government,N,New,P,Persons,0.0,5.0
2016.0,TUR,ROU,Türkiye,Romania,G,Government,N,New,P,Persons,0.0,33.0
2016.0,TUR,ZAF,Türkiye,South Africa,G,Government,N,New,P,Persons,0.0,5.0
2016.0,TUR,RUS,Türkiye,Russian Federation,G,Government,N,New,P,Persons,0.0,7.0
2016.0,TUR,RUS,Türkiye,Russian Federation,G,Government,N,New,P,Persons,0.0,9.0
2016.0,TUR,ESP,Türkiye,Spain,G,Government,N,New,P,Persons,0.0,23.0
2016.0,TUR,SVN,Türkiye,Slovenia,G,Government,N,New,P,Persons,0.0,60.0
2016.0,TUR,SWE,Türkiye,Sweden,G,Government,A,Appeal,P,Persons,0.0,161.0
2016.0,TUR,SWE,Türkiye,Sweden,G,Government,N,New,P,Persons,0.0,692.0
2016.0,TUR,SWE,Türkiye,Sweden,G,Government,R,Repeat,P,Persons,0.0,49.0
2016.0,TUR,CHE,Türkiye,Switzerland,G,Government,N,New,P,Persons,0.0,475.0
2016.0,TUR,CHE,Türkiye,Switzerland,G,Government,R,Repeat,P,Persons,0.0,51.0
2016.0,TUR,SYR,Türkiye,Syrian Arab Republic,U,UNHCR,N,New,P,Persons,0.0,17.0
2016.0,TUR,TUN,Türkiye,Tunisia,U,UNHCR,N,New,P,Persons,0.0,5.0
2016.0,TUR,UKR,Türkiye,Ukraine,G,Government,N,New,P,Persons,0.0,10.0
2016.0,TUR,USA,Türkiye,United States of America,G,Government,N,New,P,Persons,0.0,51.0
2016.0,TUR,USA,Türkiye,United States of America,G,Government,N,New,C,Cases,0.0,632.0
2017.0,TUR,AFG,Türkiye,Afghanistan,U,UNHCR,N,New,P,Persons,0.0,112.0
2017.0,TUR,ALB,Türkiye,Albania,G,Government,N,New,P,Persons,0.0,9.0
2017.0,TUR,EGY,Türkiye,Egypt,U,UNHCR,N,New,P,Persons,0.0,387.0
2017.0,TUR,ARM,Türkiye,Armenia,G,Government,N,New,P,Persons,0.0,6.0
2017.0,TUR,ARM,Türkiye,Armenia,G,Government,J,Judiciary,P,Persons,0.0,5.0
2017.0,TUR,AUS,Türkiye,Australia,G,Government,A,Appeal,P,Persons,0.0,23.0
2017.0,TUR,AUS,Türkiye,Australia,G,Government,N,New,P,Persons,0.0,237.0
2017.0,TUR,AUT,Türkiye,Austria,G,Government,N,New,P,Persons,0.0,260.0
2017.0,TUR,AZE,Türkiye,Azerbaijan,G,Government,N,New,P,Persons,0.0,51.0
2017.0,TUR,BDI,Türkiye,Burundi,G,Government,N,New,P,Persons,0.0,24.0
2017.0,TUR,BEL,Türkiye,Belgium,G,Government,R,Repeat,P,Persons,0.0,70.0
2017.0,TUR,BEL,Türkiye,Belgium,G,Government,N,New,P,Persons,0.0,465.0
2017.0,TUR,BGD,Türkiye,Bangladesh,U,UNHCR,N,New,P,Persons,0.0,105.0
2017.0,TUR,BLR,Türkiye,Belarus,G,Government,N,New,P,Persons,0.0,5.0
2017.0,TUR,BRA,Türkiye,Brazil,G,Government,N,New,P,Persons,0.0,114.0
2017.0,TUR,BIH,Türkiye,Bosnia and Herzegovina,G,Government,N,New,P,Persons,0.0,29.0
2017.0,TUR,BGR,Türkiye,Bulgaria,G,Government,N,New,P,Persons,0.0,18.0
2017.0,TUR,CAN,Türkiye,Canada,G,Government,A,Appeal,P,Persons,0.0,140.0
2017.0,TUR,CAN,Türkiye,Canada,G,Government,N,New,P,Persons,0.0,2163.0
2017.0,TUR,CAF,Türkiye,Central African Republic,G,Government,N,New,P,Persons,0.0,7.0
2017.0,TUR,TCD,Türkiye,Chad,G,Government,FA,First and appeal,P,Persons,0.0,7.0
2017.0,TUR,CHN,Türkiye,China,U,UNHCR,N,New,P,Persons,0.0,15.0
2017.0,TUR,CHL,Türkiye,Chile,G,Government,N,New,P,Persons,0.0,25.0
2017.0,TUR,CMR,Türkiye,Cameroon,U,UNHCR,N,New,P,Persons,0.0,15.0
2017.0,TUR,COG,Türkiye,Congo,G,Government,N,New,P,Persons,0.0,5.0
2017.0,TUR,COL,Türkiye,Colombia,G,Government,N,New,P,Persons,0.0,7.0
2017.0,TUR,CYP,Türkiye,Cyprus,G,Government,N,New,P,Persons,0.0,62.0
2017.0,TUR,CYP,Türkiye,Cyprus,G,Government,R,Repeat,P,Persons,0.0,5.0
2017.0,TUR,CZE,Türkiye,Czechia,G,Government,N,New,P,Persons,0.0,27.0
2017.0,TUR,CZE,Türkiye,Czechia,G,Government,R,Repeat,P,Persons,0.0,5.0
2017.0,TUR,DNK,Türkiye,Denmark,G,Government,A,Appeal,P,Persons,0.0,14.0
2017.0,TUR,DNK,Türkiye,Denmark,G,Government,N,New,P,Persons,0.0,36.0
2017.0,TUR,ECU,Türkiye,Ecuador,G,Government,N,New,P,Persons,0.0,10.0
2017.0,TUR,FIN,Türkiye,Finland,G,Government,N,New,C,Cases,0.0,89.0
2017.0,TUR,FIN,Türkiye,Finland,G,Government,R,Repeat,C,Cases,0.0,24.0
2017.0,TUR,FRA,Türkiye,France,G,Government,A,Appeal,P,Persons,0.0,724.0
2017.0,TUR,FRA,Türkiye,France,G,Government,N,New,P,Persons,0.0,1299.0
2017.0,TUR,FRA,Türkiye,France,G,Government,A,Appeal,P,Persons,0.0,221.0
2017.0,TUR,FRA,Türkiye,France,G,Government,R,Repeat,P,Persons,0.0,286.0
2017.0,TUR,GBR,Türkiye,United Kingdom of Great Britain and Northern Ireland,G,Government,A,Appeal,C,Cases,0.0,171.0
2017.0,TUR,GBR,Türkiye,United Kingdom of Great Britain and Northern Ireland,G,Government,N,New,P,Persons,0.0,507.0
2017.0,TUR,GBR,Türkiye,United Kingdom of Great Britain and Northern Ireland,G,Government,R,Repeat,P,Persons,0.0,5.0
2017.0,TUR,GEO,Türkiye,Georgia,G,Government,N,New,P,Persons,0.0,67.0
2017.0,TUR,DEU,Türkiye,Germany,G,Government,N,New,P,Persons,0.0,8027.0
2017.0,TUR,DEU,Türkiye,Germany,G,Government,R,Repeat,P,Persons,0.0,456.0
2017.0,TUR,GRC,Türkiye,Greece,G,Government,A,Appeal,P,Persons,0.0,25.0
2017.0,TUR,GRC,Türkiye,Greece,G,Government,N,New,P,Persons,0.0,1819.0
2017.0,TUR,GRC,Türkiye,Greece,G,Government,R,Repeat,P,Persons,0.0,8.0
2017.0,TUR,HRV,Türkiye,Croatia,G,Government,N,New,P,Persons,0.0,190.0
2017.0,TUR,HRV,Türkiye,Croatia,G,Government,J,Judiciary,P,Persons,0.0,5.0
2017.0,TUR,HUN,Türkiye,Hungary,G,Government,N,New,P,Persons,0.0,20.0
2017.0,TUR,HUN,Türkiye,Hungary,G,Government,R,Repeat,P,Persons,0.0,9.0
2017.0,TUR,ISL,Türkiye,Iceland,G,Government,N,New,P,Persons,0.0,5.0
2017.0,TUR,CIV,Türkiye,Côte d'Ivoire,J,Joint,N,New,P,Persons,0.0,20.0
2017.0,TUR,IDN,Türkiye,Indonesia,U,UNHCR,N,New,P,Persons,0.0,38.0
2017.0,TUR,IRL,Türkiye,Ireland,G,Government,N,New,P,Persons,0.0,5.0
2017.0,TUR,IRQ,Türkiye,Iraq,U,UNHCR,N,New,P,Persons,0.0,855.0
2017.0,TUR,ISR,Türkiye,Israel,G,Government,N,New,P,Persons,0.0,41.0
2017.0,TUR,ITA,Türkiye,Italy,G,Government,N,New,P,Persons,0.0,298.0
2017.0,TUR,JPN,Türkiye,Japan,G,Government,A,Appeal,P,Persons,0.0,657.0
2017.0,TUR,JPN,Türkiye,Japan,G,Government,N,New,P,Persons,0.0,1198.0
2017.0,TUR,KAZ,Türkiye,Kazakhstan,G,Government,A,Appeal,P,Persons,0.0,9.0
2017.0,TUR,KAZ,Türkiye,Kazakhstan,G,Government,N,New,P,Persons,0.0,18.0
2017.0,TUR,KEN,Türkiye,Kenya,J,Joint,N,New,P,Persons,0.0,12.0
2017.0,TUR,KGZ,Türkiye,Kyrgyzstan,G,Government,N,New,P,Persons,0.0,12.0
2017.0,TUR,KOR,Türkiye,Republic of Korea,G,Government,N,New,P,Persons,0.0,42.0
2017.0,TUR,KWT,Türkiye,Kuwait,U,UNHCR,N,New,P,Persons,0.0,7.0
2017.0,TUR,LBR,Türkiye,Liberia,J,Joint,N,New,P,Persons,0.0,5.0
2017.0,TUR,LTU,Türkiye,Lithuania,G,Government,N,New,P,Persons,0.0,20.0
2017.0,TUR,LUX,Türkiye,Luxembourg,G,Government,A,Appeal,P,Persons,0.0,5.0
2017.0,TUR,LUX,Türkiye,Luxembourg,G,Government,N,New,P,Persons,0.0,10.0
2017.0,TUR,LVA,Türkiye,Latvia,G,Government,N,New,P,Persons,0.0,11.0
2017.0,TUR,MDG,Türkiye,Madagascar,U,UNHCR,N,New,P,Persons,0.0,43.0
2017.0,TUR,MRT,Türkiye,Mauritania,U,UNHCR,N,New,P,Persons,0.0,82.0
2017.0,TUR,MKD,Türkiye,North Macedonia,G,Government,N,New,P,Persons,0.0,13.0
2017.0,TUR,MDA,Türkiye,Republic of Moldova,G,Government,N,New,P,Persons,0.0,8.0
2017.0,TUR,MDA,Türkiye,Republic of Moldova,G,Government,J,Judiciary,P,Persons,0.0,5.0
2017.0,TUR,MLI,Türkiye,Mali,G,Government,N,New,P,Persons,0.0,162.0
2017.0,TUR,MYS,Türkiye,Malaysia,U,UNHCR,N,New,P,Persons,0.0,19.0
2017.0,TUR,MAR,Türkiye,Morocco,U,UNHCR,N,New,P,Persons,0.0,158.0
2017.0,TUR,MLT,Türkiye,Malta,G,Government,N,New,P,Persons,0.0,15.0
2017.0,TUR,NLD,Türkiye,Netherlands (Kingdom of the),G,Government,N,New,P,Persons,0.0,481.0
2017.0,TUR,NLD,Türkiye,Netherlands (Kingdom of the),G,Government,R,Repeat,P,Persons,0.0,26.0
2017.0,TUR,NER,Türkiye,Niger,G,Government,N,New,P,Persons,0.0,16.0
2017.0,TUR,NGA,Türkiye,Nigeria,G,Government,N,New,P,Persons,0.0,138.0
2017.0,TUR,NOR,Türkiye,Norway,G,Government,A,Appeal,P,Persons,0.0,33.0
2017.0,TUR,NOR,Türkiye,Norway,G,Government,N,New,P,Persons,0.0,165.0
2017.0,TUR,NZL,Türkiye,New Zealand,G,Government,N,New,P,Persons,0.0,34.0
2017.0,TUR,PAK,Türkiye,Pakistan,U,UNHCR,N,New,P,Persons,0.0,13.0
2017.0,TUR,PER,Türkiye,Peru,G,Government,N,New,P,Persons,0.0,27.0
2017.0,TUR,PHL,Türkiye,Philippines,G,Government,N,New,P,Persons,0.0,14.0
2017.0,TUR,POL,Türkiye,Poland,G,Government,A,Appeal,P,Persons,0.0,18.0
2017.0,TUR,POL,Türkiye,Poland,G,Government,N,New,P,Persons,0.0,45.0
2017.0,TUR,PRT,Türkiye,Portugal,G,Government,N,New,P,Persons,0.0,5.0
2017.0,TUR,ROU,Türkiye,Romania,G,Government,N,New,P,Persons,0.0,54.0
2017.0,TUR,ROU,Türkiye,Romania,G,Government,R,Repeat,P,Persons,0.0,11.0
2017.0,TUR,RUS,Türkiye,Russian Federation,G,Government,N,New,P,Persons,0.0,6.0
2017.0,TUR,SEN,Türkiye,Senegal,G,Government,N,New,P,Persons,0.0,88.0
2017.0,TUR,ESP,Türkiye,Spain,G,Government,N,New,P,Persons,0.0,90.0
2017.0,TUR,SRB,Türkiye,Serbia,G,Government,N,New,P,Persons,0.0,7.0
2017.0,TUR,SVK,Türkiye,Slovakia,G,Government,N,New,P,Persons,0.0,6.0
2017.0,TUR,SVN,Türkiye,Slovenia,G,Government,N,New,P,Persons,0.0,99.0
2017.0,TUR,SVN,Türkiye,Slovenia,G,Government,R,Repeat,P,Persons,0.0,5.0
2017.0,TUR,SWE,Türkiye,Sweden,G,Government,A,Appeal,P,Persons,0.0,172.0
2017.0,TUR,SWE,Türkiye,Sweden,G,Government,N,New,P,Persons,0.0,832.0
2017.0,TUR,SWE,Türkiye,Sweden,G,Government,R,Repeat,P,Persons,0.0,42.0
2017.0,TUR,CHE,Türkiye,Switzerland,G,Government,N,New,P,Persons,0.0,769.0
2017.0,TUR,CHE,Türkiye,Switzerland,G,Government,R,Repeat,P,Persons,0.0,83.0
2017.0,TUR,SYR,Türkiye,Syrian Arab Republic,U,UNHCR,N,New,P,Persons,0.0,6.0
2017.0,TUR,SYR,Türkiye,Syrian Arab Republic,U,UNHCR,A,Appeal,P,Persons,0.0,5.0
2017.0,TUR,TGO,Türkiye,Togo,G,Government,N,New,P,Persons,0.0,18.0
2017.0,TUR,TUN,Türkiye,Tunisia,U,UNHCR,N,New,P,Persons,0.0,17.0
2017.0,TUR,UKR,Türkiye,Ukraine,G,Government,N,New,P,Persons,0.0,16.0
2017.0,TUR,URY,Türkiye,Uruguay,G,Government,N,New,P,Persons,0.0,5.0
2017.0,TUR,USA,Türkiye,United States of America,G,Government,A,Appeal,P,Persons,0.0,5.0
2017.0,TUR,USA,Türkiye,United States of America,G,Government,N,New,P,Persons,0.0,126.0
2017.0,TUR,USA,Türkiye,United States of America,G,Government,N,New,C,Cases,0.0,1600.0
2017.0,TUR,ZMB,Türkiye,Zambia,G,Government,N,New,P,Persons,0.0,16.0
2018.0,TUR,AFG,Türkiye,Afghanistan,U,UNHCR,N,New,P,Persons,0.0,128.0
2018.0,TUR,ALB,Türkiye,Albania,G,Government,N,New,P,Persons,0.0,22.0
2018.0,TUR,EGY,Türkiye,Egypt,U,UNHCR,N,New,P,Persons,0.0,40.0
2018.0,TUR,ARM,Türkiye,Armenia,G,Government,J,Judiciary,P,Persons,0.0,8.0
2018.0,TUR,ARM,Türkiye,Armenia,G,Government,N,New,P,Persons,0.0,7.0
2018.0,TUR,AUS,Türkiye,Australia,G,Government,A,Appeal,P,Persons,0.0,45.0
2018.0,TUR,AUS,Türkiye,Australia,G,Government,N,New,P,Persons,0.0,251.0
2018.0,TUR,AUT,Türkiye,Austria,G,Government,N,New,P,Persons,0.0,201.0
2018.0,TUR,AZE,Türkiye,Azerbaijan,G,Government,N,New,P,Persons,0.0,9.0
2018.0,TUR,BHR,Türkiye,Bahrain,U,UNHCR,N,New,P,Persons,0.0,5.0
2018.0,TUR,BEL,Türkiye,Belgium,G,Government,N,New,P,Persons,0.0,785.0
2018.0,TUR,BEL,Türkiye,Belgium,G,Government,R,Repeat,P,Persons,0.0,40.0
2018.0,TUR,BEN,Türkiye,Benin,G,Government,N,New,P,Persons,0.0,5.0
2018.0,TUR,BGD,Türkiye,Bangladesh,U,UNHCR,N,New,P,Persons,0.0,20.0
2018.0,TUR,BFA,Türkiye,Burkina Faso,G,Government,N,New,P,Persons,0.0,7.0
2018.0,TUR,BLR,Türkiye,Belarus,G,Government,N,New,P,Persons,0.0,7.0
2018.0,TUR,BRA,Türkiye,Brazil,G,Government,N,New,P,Persons,0.0,65.0
2018.0,TUR,BIH,Türkiye,Bosnia and Herzegovina,G,Government,N,New,P,Persons,0.0,22.0
2018.0,TUR,BIH,Türkiye,Bosnia and Herzegovina,G,Government,J,Judiciary,P,Persons,0.0,5.0
2018.0,TUR,BGR,Türkiye,Bulgaria,G,Government,N,New,P,Persons,0.0,13.0
2018.0,TUR,CAN,Türkiye,Canada,G,Government,A,Appeal,P,Persons,0.0,110.0
2018.0,TUR,CAN,Türkiye,Canada,G,Government,N,New,P,Persons,0.0,1820.0
2018.0,TUR,CAF,Türkiye,Central African Republic,G,Government,N,New,P,Persons,0.0,15.0
2018.0,TUR,CMR,Türkiye,Cameroon,U,UNHCR,N,New,P,Persons,0.0,65.0
2018.0,TUR,COL,Türkiye,Colombia,G,Government,N,New,P,Persons,0.0,27.0
2018.0,TUR,CRI,Türkiye,Costa Rica,G,Government,A,Appeal,P,Persons,0.0,13.0
2018.0,TUR,CYP,Türkiye,Cyprus,G,Government,A,Appeal,P,Persons,0.0,12.0
2018.0,TUR,CYP,Türkiye,Cyprus,G,Government,N,New,P,Persons,0.0,57.0
2018.0,TUR,CYP,Türkiye,Cyprus,G,Government,R,Repeat,P,Persons,0.0,8.0
2018.0,TUR,CZE,Türkiye,Czechia,G,Government,N,New,P,Persons,0.0,35.0
2018.0,TUR,CZE,Türkiye,Czechia,G,Government,R,Repeat,P,Persons,0.0,5.0
2018.0,TUR,DNK,Türkiye,Denmark,G,Government,A,Appeal,P,Persons,0.0,10.0
2018.0,TUR,DNK,Türkiye,Denmark,G,Government,N,New,P,Persons,0.0,25.0
2018.0,TUR,FIN,Türkiye,Finland,G,Government,N,New,P,Persons,0.0,279.0
2018.0,TUR,FIN,Türkiye,Finland,G,Government,R,Repeat,P,Persons,0.0,14.0
2018.0,TUR,FRA,Türkiye,France,G,Government,A,Appeal,P,Persons,0.0,863.0
2018.0,TUR,FRA,Türkiye,France,G,Government,N,New,P,Persons,0.0,2055.0
2018.0,TUR,FRA,Türkiye,France,G,Government,A,Appeal,P,Persons,0.0,245.0
2018.0,TUR,FRA,Türkiye,France,G,Government,R,Repeat,P,Persons,0.0,305.0
2018.0,TUR,GBR,Türkiye,United Kingdom of Great Britain and Northern Ireland,G,Government,A,Appeal,C,Cases,0.0,259.0
2018.0,TUR,GBR,Türkiye,United Kingdom of Great Britain and Northern Ireland,G,Government,N,New,P,Persons,0.0,784.0
2018.0,TUR,GBR,Türkiye,United Kingdom of Great Britain and Northern Ireland,G,Government,R,Repeat,P,Persons,0.0,5.0
2018.0,TUR,GEO,Türkiye,Georgia,G,Government,N,New,P,Persons,0.0,80.0
2018.0,TUR,DEU,Türkiye,Germany,G,Government,J,Judiciary,P,Persons,0.0,5040.0
2018.0,TUR,DEU,Türkiye,Germany,G,Government,N,New,P,Persons,0.0,10160.0
2018.0,TUR,DEU,Türkiye,Germany,G,Government,R,Repeat,P,Persons,0.0,495.0
2018.0,TUR,GHA,Türkiye,Ghana,G,Government,N,New,P,Persons,0.0,47.0
2018.0,TUR,GNB,Türkiye,Guinea-Bissau,G,Government,N,New,P,Persons,0.0,5.0
2018.0,TUR,GRC,Türkiye,Greece,G,Government,A,Appeal,P,Persons,0.0,41.0
2018.0,TUR,GRC,Türkiye,Greece,G,Government,N,New,P,Persons,0.0,4818.0
2018.0,TUR,GRC,Türkiye,Greece,G,Government,R,Repeat,P,Persons,0.0,16.0
2018.0,TUR,HRV,Türkiye,Croatia,G,Government,N,New,P,Persons,0.0,21.0
2018.0,TUR,ISL,Türkiye,Iceland,G,Government,N,New,P,Persons,0.0,5.0
2018.0,TUR,CIV,Türkiye,Côte d'Ivoire,G,Government,N,New,P,Persons,0.0,8.0
2018.0,TUR,IDN,Türkiye,Indonesia,U,UNHCR,N,New,P,Persons,0.0,28.0
2018.0,TUR,IRL,Türkiye,Ireland,G,Government,N,New,P,Persons,0.0,8.0
2018.0,TUR,IRQ,Türkiye,Iraq,U,UNHCR,N,New,P,Persons,0.0,918.0
2018.0,TUR,ISR,Türkiye,Israel,G,Government,N,New,P,Persons,0.0,169.0
2018.0,TUR,ITA,Türkiye,Italy,G,Government,N,New,P,Persons,0.0,449.0
2018.0,TUR,JPN,Türkiye,Japan,G,Government,A,Appeal,P,Persons,0.0,752.0
2018.0,TUR,JPN,Türkiye,Japan,G,Government,N,New,P,Persons,0.0,563.0
2018.0,TUR,KEN,Türkiye,Kenya,G,Government,N,New,P,Persons,0.0,48.0
2018.0,TUR,KGZ,Türkiye,Kyrgyzstan,G,Government,N,New,P,Persons,0.0,19.0
2018.0,TUR,KOR,Türkiye,Republic of Korea,G,Government,N,New,P,Persons,0.0,158.0
2018.0,TUR,LBN,Türkiye,Lebanon,U,UNHCR,N,New,P,Persons,0.0,5.0
2018.0,TUR,LTU,Türkiye,Lithuania,G,Government,N,New,P,Persons,0.0,22.0
2018.0,TUR,LUX,Türkiye,Luxembourg,G,Government,N,New,P,Persons,0.0,45.0
2018.0,TUR,LVA,Türkiye,Latvia,G,Government,N,New,P,Persons,0.0,8.0
2018.0,TUR,MKD,Türkiye,North Macedonia,G,Government,N,New,P,Persons,0.0,10.0
2018.0,TUR,MDA,Türkiye,Republic of Moldova,G,Government,N,New,P,Persons,0.0,40.0
2018.0,TUR,MDA,Türkiye,Republic of Moldova,G,Government,J,Judiciary,P,Persons,0.0,16.0
2018.0,TUR,MEX,Türkiye,Mexico,G,Government,N,New,P,Persons,0.0,5.0
2018.0,TUR,MLI,Türkiye,Mali,G,Government,N,New,P,Persons,0.0,5.0
2018.0,TUR,MWI,Türkiye,Malawi,G,Government,N,New,P,Persons,0.0,48.0
2018.0,TUR,MAR,Türkiye,Morocco,U,UNHCR,N,New,P,Persons,0.0,8.0
2018.0,TUR,MLT,Türkiye,Malta,G,Government,A,Appeal,P,Persons,0.0,7.0
2018.0,TUR,NLD,Türkiye,Netherlands (Kingdom of the),G,Government,N,New,P,Persons,0.0,1300.0
2018.0,TUR,NLD,Türkiye,Netherlands (Kingdom of the),G,Government,R,Repeat,P,Persons,0.0,28.0
2018.0,TUR,NGA,Türkiye,Nigeria,G,Government,N,New,P,Persons,0.0,55.0
2018.0,TUR,NOR,Türkiye,Norway,G,Government,A,Appeal,P,Persons,0.0,27.0
2018.0,TUR,NOR,Türkiye,Norway,G,Government,N,New,P,Persons,0.0,760.0
2018.0,TUR,NOR,Türkiye,Norway,G,Government,R,Repeat,P,Persons,0.0,5.0
2018.0,TUR,NZL,Türkiye,New Zealand,G,Government,N,New,P,Persons,0.0,8.0
2018.0,TUR,PER,Türkiye,Peru,G,Government,N,New,P,Persons,0.0,20.0
2018.0,TUR,PHL,Türkiye,Philippines,G,Government,N,New,P,Persons,0.0,45.0
2018.0,TUR,POL,Türkiye,Poland,G,Government,N,New,P,Persons,0.0,16.0
2018.0,TUR,POL,Türkiye,Poland,G,Government,N,New,P,Persons,0.0,53.0
2018.0,TUR,PRT,Türkiye,Portugal,G,Government,N,New,P,Persons,0.0,25.0
2018.0,TUR,ROU,Türkiye,Romania,G,Government,N,New,P,Persons,0.0,69.0
2018.0,TUR,ROU,Türkiye,Romania,G,Government,R,Repeat,P,Persons,0.0,5.0
2018.0,TUR,ZAF,Türkiye,South Africa,G,Government,N,New,P,Persons,0.0,5.0
2018.0,TUR,ESP,Türkiye,Spain,G,Government,N,New,P,Persons,0.0,283.0
2018.0,TUR,SRB,Türkiye,Serbia,G,Government,N,New,P,Persons,0.0,77.0
2018.0,TUR,SVK,Türkiye,Slovakia,G,Government,N,New,P,Persons,0.0,5.0
2018.0,TUR,SVN,Türkiye,Slovenia,G,Government,N,New,P,Persons,0.0,67.0
2018.0,TUR,SVN,Türkiye,Slovenia,G,Government,R,Repeat,P,Persons,0.0,5.0
2018.0,TUR,SWE,Türkiye,Sweden,G,Government,N,New,P,Persons,0.0,442.0
2018.0,TUR,SWE,Türkiye,Sweden,G,Government,A,Appeal,P,Persons,0.0,351.0
2018.0,TUR,SWE,Türkiye,Sweden,G,Government,R,Repeat,P,Persons,0.0,51.0
2018.0,TUR,CHE,Türkiye,Switzerland,G,Government,N,New,P,Persons,0.0,925.0
2018.0,TUR,CHE,Türkiye,Switzerland,G,Government,R,Repeat,P,Persons,0.0,80.0
2018.0,TUR,SYR,Türkiye,Syrian Arab Republic,U,UNHCR,N,New,P,Persons,0.0,6.0
2018.0,TUR,TGO,Türkiye,Togo,G,Government,N,New,P,Persons,0.0,28.0
2018.0,TUR,UGA,Türkiye,Uganda,G,Government,N,New,P,Persons,0.0,18.0
2018.0,TUR,UKR,Türkiye,Ukraine,G,Government,N,New,P,Persons,0.0,8.0
2018.0,TUR,URY,Türkiye,Uruguay,G,Government,N,New,P,Persons,0.0,5.0
2018.0,TUR,USA,Türkiye,United States of America,G,Government,A,Appeal,P,Persons,0.0,193.0
2018.0,TUR,USA,Türkiye,United States of America,G,Government,N,New,P,Persons,0.0,179.0
2018.0,TUR,USA,Türkiye,United States of America,G,Government,N,New,C,Cases,0.0,1140.0
2018.0,TUR,ZMB,Türkiye,Zambia,G,Government,N,New,P,Persons,0.0,21.0
